ID,名字,稱號,稀有度,屬性,武器種類,國別,性別,年齡,HP(Max),攻撃力(Max),攻擊體數,攻撃段數,攻擊距離,攻撃間隔,移動速度,韌性,成長,DPS,DPS(Total),火補正,水補正,風補正,光補正,暗補正
34093,フィリベール,彩光の聖歌手,3,光,回復,死者の国,男,17,5045,8238,1,3,150,2.34,50,44,早熟,3521,3521,100,100,100,130,100
34094,みわべ,鎮鬼の舞い手,3,光,打撃,和の国,男,28,8555,8515,1,1,30,2.24,56,60,平均,3801,3801,90,90,90,100,145
34095,ルーカス,陽浴の樹学士,3,光,魔法,植物の国,男,20,3628,10052,2,1,170,3.20,52,32,早熟,3141,6283,86,86,86,100,175
34096,レノル,忠僕の料理人,3,光,魔法,雪の国,男,18,5604,10509,2,2,140,3.06,48,43,晩成,3434,6869,87,87,87,100,165
34097,ミュスクル,克己の指導者,3,光,突撃,科学の国,男,39,6632,7237,1,4,11,1.81,59,70,早熟,3998,3998,87,87,87,100,165
34098,ティーグル,穿弾の兄虎,3,光,銃弾,動物の国,男,18,5230,10945,1,1,170,2.29,49,47,平均,4779,4779,90,90,90,100,145
34099,ベイルージュ,陽光の踊り子,3,光,打撃,妖精の国,女,19,6802,6160,3,1,25,2.80,58,40,早熟,2200,6600,90,90,90,100,140
34100,カルセ,弾み心の旅人,3,光,銃弾,エレキの国,女,14,4725,8050,2,1,130,2.15,55,44,平均,3744,7488,91,91,91,100,135
34101,ニコラ,影儡の芝居屋,3,光,魔法,機械の国,男,14,4343,8215,4,1,180,3.45,40,30,平均,2381,9525,87,87,87,100,165
34102,パニフ,朴訥の鎚闘士,3,光,打撃,雪の国,女,17,12162,5943,2,1,15,2.95,42,77,晩成,2015,4029,91,91,91,100,135
34103,グリゼル,翠蓋灯の森番,3,光,回復,植物の国,女,16,4200,6085,3,1,175,2.96,46,38,平均,2056,6167,100,110,100,130,100
34104,ひまり,君咲く先導者,3,光,突撃,あんガルの国,女,18,7617,9630,1,5,35,2.35,55,39,晩成,4098,4098,88,88,88,100,155
34105,ユハ,気高き二番手,3,光,弓矢,雪の国,男,13,4195,8465,2,1,160,2.41,58,36,早熟,3512,7025,90,90,90,100,145
34106,リリップ,怒涛の話し手,3,光,銃弾,妖精の国,女,11,4629,8772,3,1,165,3.44,55,32,晩成,2550,7650,93,93,93,100,125
34107,テイル,夢幻の閃雷者,3,光,斬撃,エレキの国,男,21,7290,8730,1,1,95,1.84,54,41,平均,4745,4745,92,92,92,100,130
34108,エリンシア,月裏の懐媼,3,光,銃弾,常夏の国,女,73,4587,10329,1,1,175,2.31,45,31,晩成,4471,4471,91,91,91,100,135
34109,シェスディ,啓世の騎候補,3,光,突撃,王国,男,18,7199,7199,2,1,35,2.66,56,58,早熟,2706,5413,92,92,92,100,130
34110,カラメロ,至舌の飴職人,3,光,打撃,お菓子の国,女,16,7098,8178,3,1,25,2.98,56,49,晩成,2744,8233,90,90,90,100,140
34111,ブリット,嫉着の保安官,3,光,突撃,西部の国,女,25,6085,5445,2,2,80,1.73,59,44,平均,3147,6295,91,91,91,100,135
34112,ウナ,綾なす織り手,3,光,回復,少数民族の国,女,13,4227,5307,3,1,165,2.44,51,35,晩成,2175,6525,100,100,100,130,100
34113,キイナ,懐想の杖使い,3,光,魔法,機械の国,女,15,5943,11526,1,3,170,2.62,54,39,晩成,4399,4399,84,84,84,100,185
34114,コムギーコ,麺麭護る紳士,3,光,斬撃,王国,男,?,11647,4072,1,3,65,1.99,33,61,晩成,2046,2046,97,97,97,100,110
34115,セルバ,長閑な観察者,3,光,銃弾,植物の国,男,17,4415,7525,4,1,170,3.49,38,37,平均,2156,8625,96,96,96,100,115
34116,ラフル,花托愛す術士,3,光,魔法,死者の国,男,18,4047,9672,2,2,160,2.61,48,34,晩成,3706,7411,85,85,85,100,180
34117,フォールゼン,片恋の情報屋,3,光,銃弾,王国,男,25,4856,8748,2,1,155,2.33,45,43,早熟,3755,7509,91,91,91,100,135
34118,オランジェ,昔日望む悪童,3,光,弓矢,お菓子の国,男,18,4856,6783,4,1,165,2.77,60,35,早熟,2449,9796,91,91,91,100,135
34119,ステイニィ,光紡ぐ司書,3,光,魔法,空の国,女,16,4119,8616,2,1,180,2.72,51,28,早熟,3168,6336,85,85,85,100,180
35001,ルイザ,草笛の疾駆者,3,闇,斬撃,恐竜の国,女,22,7161,6481,2,1,18,1.97,67,59,早熟,3290,6580,90,90,90,140,100
35002,ルミナリア,狂熱の科学者,3,闇,魔法,科学の国,女,26,3888,8856,3,1,180,2.92,54,27,晩成,3033,9099,85,85,85,180,100
35003,レベッカ,愛棘の白妖精,3,闇,突撃,妖精の国,女,18,6144,6981,2,1,80,2.16,64,26,晩成,3232,6464,90,90,90,140,100
35004,アルバート,空華の詩人,3,闇,回復,植物の国,男,17,4725,10265,1,1,160,2.70,55,38,平均,3802,3802,100,100,100,100,130
35005,イルリウ,涙珠の小妖精,3,闇,弓矢,妖精の国,男,11,3590,8465,1,1,170,1.80,47,23,早熟,4703,4703,90,90,90,140,100
35006,ヴィスパ,薄墨の弓撃手,3,闇,弓矢,死者の国,男,21,4608,11028,1,1,160,2.33,49,34,晩成,4733,4733,89,89,89,150,100
35007,エリオット,情熱の夢追人,3,闇,魔法,王国,男,12,6145,10985,1,3,180,2.65,45,56,平均,4145,4145,84,84,84,190,100
35008,オディール,時刻む剣士,3,闇,斬撃,機械の国,男,18,8825,9585,1,1,18,2.40,58,40,平均,3994,3994,89,89,89,150,100
35009,アラベラ,逆様心の射手,3,闇,弓矢,西部の国,女,18,4648,10562,1,1,165,2.24,48,37,早熟,4715,4715,90,90,90,140,100
35010,くろとび,希求する孤鳶,3,闇,斬撃,和の国,男,16,5895,6160,1,2,13,1.36,74,19,早熟,4529,4529,90,90,90,140,100
35011,カーモス,短躯の硬骨漢,3,闇,打撃,機械の国,男,24,7485,7485,3,1,30,2.80,52,53,平均,2673,8020,88,88,88,160,100
35012,ククリ,黒白の旅神官,3,闇,回復,空の国,女,16,4765,6805,2,1,150,2.60,56,42,平均,2617,5235,100,100,100,100,130
35013,くろう,疾黒迅斬の侍,3,闇,斬撃,和の国,男,16,5985,10965,1,1,24,2.44,61,50,晩成,4494,4494,89,89,89,150,100
35014,グレース,常闇の修道女,3,闇,打撃,死者の国,女,21,7000,7855,1,1,30,1.80,63,54,平均,4364,4364,89,89,89,150,100
35015,シキ,流浪の追求者,3,闇,突撃,王国,男,16,5985,6642,1,4,11,1.25,65,58,晩成,5314,5314,85,85,85,180,100
35016,ジェイロ,七色羽の盗賊,3,闇,弓矢,王国,男,21,5950,11685,1,1,165,2.80,55,47,平均,4173,4173,88,88,88,160,100
35017,ちとせ,想望の好事家,3,闇,回復,和の国,女,15,4449,8655,2,1,160,2.80,46,34,晩成,3091,6182,100,100,100,100,130
35018,ツァック,鉤爪の格闘家,3,闇,突撃,恐竜の国,男,30,7350,7700,1,1,14,1.85,53,70,平均,4162,4162,89,89,89,150,100
35019,ナイト,宵闇の少年,3,闇,突撃,エレキの国,男,14,8115,5244,4,1,35,2.28,60,42,晩成,2300,9200,92,92,92,130,100
35020,ノルン,星見の魔術師,3,闇,魔法,魔法の国,男,18,3836,9315,3,1,185,3.30,48,24,早熟,2823,8468,86,86,86,170,100
35021,ハンナ,蝶を纏う少女,3,闇,斬撃,死者の国,女,18,8295,9450,1,1,18,2.03,66,41,晩成,4655,4655,90,90,90,140,100
35022,ピエトロ,夢見る魔剣士,3,闇,斬撃,魔法の国,男,12,8295,8295,1,1,85,1.80,48,42,晩成,4608,4608,93,93,93,140,112
35023,フィニ,荒野の銃使い,3,闇,銃弾,西部の国,男,15,5425,10575,1,1,145,2.24,51,38,平均,4721,4721,89,89,89,150,100
35024,フィラル,諂笑の策略家,3,闇,魔法,少数民族の国,女,12,4470,11325,2,1,170,3.13,42,31,晩成,3618,7236,86,86,86,170,100
35025,フェスカ,甜闇の紳士,3,闇,魔法,お菓子の国,男,17,3930,8030,2,1,175,2.45,51,32,早熟,3278,6555,85,85,85,180,100
35026,プルメリ,夏色の勝者,3,闇,斬撃,常夏の国,女,17,11304,5403,1,1,15,2.05,45,76,晩成,2636,2636,90,90,90,140,100
35027,ボリス,妄信の重天使,3,闇,打撃,空の国,男,27,9350,7700,2,2,45,2.90,43,68,平均,2655,5310,90,90,90,140,100
35028,ミリエル,誇り高き槍士,3,闇,突撃,王国,女,19,8050,5600,3,1,35,2.20,50,55,平均,2545,7636,90,90,90,140,100
35029,メザノッテ,魔本の黙読者,3,闇,回復,死者の国,男,16,5424,6642,3,1,170,2.66,50,39,晩成,2497,7491,100,100,100,100,130
35030,メティエ,暴威たる船医,3,闇,突撃,常夏の国,女,23,5555,6840,1,1,85,1.70,60,43,早熟,4024,4024,92,92,92,130,100
35031,メリル,紫衣の執念者,3,闇,斬撃,王国,女,14,6324,6918,1,1,13,1.33,62,31,晩成,5202,5202,90,90,90,140,100
35032,モコ,無垢なる狩人,3,闇,銃弾,王国,女,11,4686,8578,1,1,140,1.77,48,27,早熟,4846,4846,90,90,90,140,100
35033,レイトス,雪消の旅人,3,闇,斬撃,雪の国,男,18,12681,5985,1,1,15,2.20,47,75,晩成,2720,2720,92,92,92,130,100
35034,ランファ,双紫剣の舞手,3,闇,斬撃,少数民族の国,女,16,6475,5365,2,1,18,1.55,68,45,平均,3461,6923,89,89,89,150,100
35035,よすけ,須佐の影縫い,3,闇,斬撃,和の国,男,27,6918,9513,1,1,95,1.85,55,40,晩成,5142,5142,90,90,90,140,100
35036,リズーニャ,再戦の幼槍士,3,闇,突撃,砂漠の国,女,13,6940,7815,2,1,35,2.33,56,54,平均,3354,6708,92,92,92,130,100
35037,ソワレ,気儘な占い師,3,闇,魔法,魔法の国,女,18,4428,14715,1,1,185,3.20,42,26,晩成,4598,4598,88,88,88,160,100
35038,ヴァン,闇根の悪魔,3,闇,弓矢,聖剣伝説の国,男,?,4900,10770,1,1,160,2.46,60,50,平均,4378,4378,89,89,89,150,100
35039,シグナル,紫音の作曲家,3,闇,突撃,エレキの国,男,17,7680,6590,3,1,35,2.43,53,51,平均,2712,8136,89,89,89,150,100
35040,プシコ,襤褸の学識者,3,闇,斬撃,科学の国,男,20,6145,6980,1,1,13,1.44,61,27,平均,4847,4847,92,92,92,130,100
35041,リロイ,愛惜の神仕,3,闇,銃弾,死者の国,男,15,4327,8106,2,1,120,2.05,47,45,早熟,3954,7908,92,92,92,130,100
35042,ジュリアンナ,濃艶の淑女,3,闇,打撃,雪の国,女,29,8856,7257,4,1,25,3.32,53,48,晩成,2186,8743,89,89,89,150,100
35043,ルチアーノ,深情の神仕,3,闇,打撃,死者の国,男,33,9354,7500,2,1,18,2.53,58,60,晩成,2964,5929,92,92,92,130,100
35044,ノエミー,月闇の神官,3,闇,魔法,砂漠の国,女,17,4327,8805,4,1,170,3.35,44,26,早熟,2628,10513,85,85,85,180,100
35045,ラベンダ,食楽の重鎧士,3,闇,斬撃,王国,女,17,8400,6280,2,1,18,2.70,53,68,平均,2326,4652,92,92,92,130,100
35046,メネライア,宝剣の使い手,3,闇,斬撃,妖精の国,女,21,5763,8975,1,1,18,2.20,67,45,早熟,4080,4080,92,92,92,130,100
35047,シャイリー,噤口の腹話師,3,闇,突撃,死者の国,女,12,6122,8030,1,4,11,1.48,71,47,早熟,5426,5426,88,88,88,160,100
35048,リムリー,薔薇の大剣士,3,闇,打撃,王国,女,17,7479,11823,1,1,30,2.82,66,47,晩成,4193,4193,88,88,88,160,100
35049,ルーレイド,片想の悔悟者,3,闇,弓矢,王国,男,18,4550,7815,3,1,160,2.79,54,48,平均,2801,8403,90,90,90,140,100
35050,ゼハネル,星晶の操者,3,闇,回復,エレキの国,男,18,4025,6500,2,1,160,2.50,45,35,早熟,2600,5200,100,100,100,110,130
35051,アール,独戦の双剣士,3,闇,斬撃,死者の国,男,18,6802,7369,2,1,18,2.16,59,49,早熟,3412,6823,90,90,90,140,100
35052,ラフィーカ,倹約の護銃士,3,闇,銃弾,砂漠の国,女,17,5127,9513,2,1,140,2.43,50,44,晩成,3915,7830,89,89,89,150,100
35053,ねねこ,宵星の音色,3,闇,魔法,にゃんこの国,女,15,4220,10810,1,3,160,2.70,41,34,平均,4004,4004,88,88,88,160,100
35054,リルシェ,厚尾の茶狐,3,闇,突撃,動物の国,女,15,5715,6630,3,2,90,2.42,62,39,平均,2740,8219,92,92,92,130,100
35055,クロック,機計の配管工,3,闇,打撃,機械の国,男,16,6632,5555,4,1,30,2.95,50,47,早熟,1883,7532,90,90,90,140,100
35056,キャラマール,操錨の重戦士,3,闇,打撃,常夏の国,女,18,7500,9174,3,2,25,3.45,55,51,晩成,2659,7977,89,89,89,150,100
35057,せんり,紅眼の所有者,3,闇,魔法,和の国,男,9,4025,9000,2,2,170,2.50,50,30,平均,3600,7200,84,84,84,185,100
35058,メイ,朝露の紫槍士,3,闇,突撃,妖精の国,女,13,6642,6441,2,1,35,1.94,63,44,晩成,3320,6640,89,89,89,150,100
35059,スティト,夜明く火の花,3,闇,銃弾,動物の国,男,18,5095,8515,1,1,160,2.00,52,43,平均,4258,4258,90,90,90,140,100
35060,マンモン,魅惑の怪盗,3,闇,魔法,ドラポの国,男,?,4550,7525,3,2,155,3.05,60,35,平均,2467,7402,88,88,88,160,100
35061,メグラトテ,慌乱の看守,3,闇,銃弾,王国,女,20,6261,12480,1,4,115,2.60,51,40,晩成,4800,4800,90,90,90,140,100
35062,ユヌット,真率なる令息,3,闇,突撃,植物の国,男,15,7659,7161,2,1,35,2.11,61,45,晩成,3394,6788,90,90,90,140,100
35063,ぎえもん,木砲の絡操師,3,闇,銃弾,和の国,男,27,4667,8106,3,1,165,3.38,43,45,早熟,2398,7195,92,92,92,130,100
35064,アルシュータ,巡地の晶剣士,3,闇,打撃,魔法の国,男,22,9270,10170,1,1,30,2.90,52,65,晩成,3507,3507,90,90,90,140,100
35065,クラニア,骨鞄の自由人,3,闇,回復,恐竜の国,女,20,4809,9948,1,4,165,2.52,50,43,晩成,3948,3948,100,100,100,100,130
35066,ジェイデン,勇壮の剛剣士,3,闇,打撃,西部の国,男,21,7879,7350,1,1,30,2.31,48,63,早熟,3182,3182,89,89,89,150,100
35067,ソフィーヤ,雪踊る恋嬢,3,闇,斬撃,雪の国,女,18,5755,6805,1,1,13,1.47,54,40,平均,4629,4629,97,97,97,110,100
35068,エイシー,樹招く苗床,3,闇,突撃,植物の国,女,16,6085,6280,1,4,11,1.40,66,54,平均,4486,4486,86,86,86,170,100
35069,レティシア,壁街の守衛,3,闇,弓矢,王国,女,20,4375,9370,2,1,170,2.58,57,37,平均,3632,7264,89,89,89,150,100
35070,リアット,旅彩る芸術家,3,闇,回復,王国,男,25,5407,10456,1,3,160,3.12,47,37,晩成,3351,3351,100,100,100,100,130
35071,フィルデア,双果の魔女,3,闇,魔法,魔法の国,女,14,3968,9882,1,3,165,2.44,49,42,早熟,4050,4050,85,85,85,180,100
35072,みさご,花火師の娘,3,闇,打撃,和の国,女,10,5625,9810,2,1,90,2.60,50,30,晩成,3773,7546,90,90,90,140,100
35073,リディ,多彩を装う者,3,闇,銃弾,植物の国,女,14,4308,7369,1,2,135,1.69,57,38,早熟,4360,4360,92,92,92,130,100
35074,フィデリオ,報恩の目付役,3,闇,回復,機械の国,男,19,5307,6939,3,1,160,2.64,46,46,晩成,2628,7885,100,100,100,100,130
35075,デジェル,氷原の雹射手,3,闇,弓矢,雪の国,男,20,5045,9145,1,1,145,2.31,50,47,早熟,3959,3959,90,90,90,140,100
35076,ダレン,迷煙の騎士,3,闇,突撃,王国,男,42,8125,8125,1,5,35,2.00,66,66,早熟,4063,4063,89,89,89,150,100
35077,マリー,花煙の捕砲士,3,闇,銃弾,西部の国,女,16,5265,10170,3,1,165,3.46,42,37,晩成,2939,8818,90,90,90,140,100
35078,トルテ,深愛の闇銃士,3,闇,銃弾,お菓子の国,女,15,4926,8337,1,2,130,1.78,44,35,晩成,4684,4684,90,90,90,140,100
35079,かざの,紫花の薙刀士,3,闇,突撃,和の国,女,19,12162,6303,2,1,15,2.94,47,74,晩成,2144,4288,94,94,94,120,100
35080,ヴィントス,鴉面の万屋,3,闇,弓矢,機械の国,男,52,5424,9153,2,1,160,2.61,51,51,晩成,3507,7014,90,90,90,140,100
35081,ジュジュ,無垢なる戯童,3,闇,打撃,恐竜の国,女,10,7839,6759,3,1,30,3.15,49,63,晩成,2146,6437,89,89,89,150,100
35082,フォンセ,鋼黒の装姫,3,闇,斬撃,サモンズの国,女,16,7680,6650,1,3,25,1.90,70,50,平均,3500,3500,89,89,89,150,100
35083,メレンゲ,紫泡の術士,3,闇,回復,お菓子の国,男,13,4566,9132,1,4,170,2.32,53,35,晩成,3936,3936,100,100,100,100,130
35084,ピスティア,結花の添星,3,闇,回復,空の国,女,11,4025,6630,2,2,165,2.49,54,34,平均,2663,5325,100,100,100,110,130
35085,カルト,貫拳の革正者,3,闇,突撃,雪の国,男,17,7000,6125,1,4,11,1.45,70,61,平均,4224,4224,88,88,88,160,100
35086,アシュファー,斬継の神官,3,闇,斬撃,砂漠の国,男,26,6105,6240,3,1,90,2.44,52,45,平均,2557,7672,90,90,90,140,100
35087,シャオリン,禍福の姫星,3,闇,弓矢,少数民族の国,女,16,4449,10149,1,1,165,2.36,48,33,晩成,4300,4300,88,88,88,160,100
35088,メリーチェ,仁紫の旅剣士,3,闇,打撃,空の国,女,19,7500,8655,1,1,30,2.50,63,53,晩成,3462,3462,88,88,88,160,100
35089,ラシーヌ,採蜜の狙撃手,3,闇,銃弾,植物の国,女,15,4940,11430,1,1,160,2.43,51,42,平均,4704,4704,89,89,89,150,100
35090,ホセファ,浅紫の探索員,3,闇,突撃,エレキの国,女,15,5795,6610,1,4,11,1.44,68,55,平均,4590,4590,89,89,89,150,100
35091,グルフーナ,誓言の預り手,3,闇,魔法,妖精の国,男,10,4227,7617,4,1,160,3.22,46,23,晩成,2366,9462,88,88,88,160,100
35092,セルドナ,払憂の信徒,3,闇,弓矢,魔法の国,女,12,5562,12543,1,1,150,2.58,51,33,晩成,4862,4862,90,90,90,140,100
35093,スミレ,鎖鋸の戦姫,3,闇,打撃,消滅都市の国,女,?,6879,7563,1,3,30,2.29,62,59,早熟,3303,3303,89,89,89,150,100
35094,グラッセ,栗帽士の狩人,3,闇,魔法,お菓子の国,女,15,5742,8856,3,1,140,3.08,52,46,晩成,2875,8626,86,86,86,170,100
35095,イワン,釣瓶の画家,3,闇,魔法,常夏の国,男,26,4346,8767,2,1,160,2.88,45,45,早熟,3044,6088,86,86,86,175,100
35096,チェルシー,孤狼の調教師,3,闇,突撃,ドラポの国,女,?,5801,6821,2,2,100,2.20,57,57,早熟,3100,6201,91,91,91,135,100
35097,ルヴィーレン,犀利なる従者,3,闇,魔法,雪の国,男,14,4138,10713,1,1,175,2.56,50,34,早熟,4185,4185,86,86,86,170,100
35098,スフェラ,星屑の銃士,3,闇,銃弾,魔法の国,男,17,5286,8337,2,1,135,2.22,52,49,晩成,3755,7511,92,92,92,130,100
35099,ノワール,粧飾の弓撃手,3,闇,弓矢,死者の国,女,14,4940,10965,1,1,135,2.62,55,30,平均,4185,4185,92,92,92,130,100
35100,スピノ,骨備の射撃手,3,闇,弓矢,恐竜の国,女,15,5405,8380,1,1,120,2.09,47,49,平均,4010,4010,90,90,90,140,100
35101,フロタル,暗路を拓く者,3,闇,回復,恐竜の国,男,23,4550,9525,1,3,140,2.85,40,30,平均,3342,3342,100,100,100,110,130
35102,ティティ,万喋の広報,3,闇,魔法,王国,女,17,5632,8875,3,3,165,3.99,55,44,平均,2224,6673,83,83,83,200,100
35103,ガレス,寡弾の傭兵,3,闇,銃弾,機械の国,男,26,5445,9990,1,1,165,2.50,47,49,晩成,3996,3996,91,91,91,135,100
35104,ジェフティ,紫月の神官,3,闇,弓矢,砂漠の国,男,16,5445,8655,2,1,140,2.44,55,46,晩成,3547,7094,91,91,91,135,100
35105,はじめ,祓魔の鳴弦,3,闇,弓矢,あんガルの国,女,18,3817,12735,1,1,175,3.15,51,35,早熟,4043,4043,90,90,90,145,100
35106,ミュエル,牡丹雪の銃士,3,闇,銃弾,雪の国,女,17,4746,9789,2,1,160,2.43,43,41,晩成,4028,8057,92,92,92,130,100
35107,ロダ,薄幸の記録者,3,闇,弓矢,植物の国,男,26,4894,9466,1,2,160,2.27,58,39,早熟,4170,4170,90,90,90,140,100
35108,ちひろ,墨画の妖録師,3,闇,弓矢,和の国,男,15,4570,8380,1,1,150,1.97,55,40,平均,4254,4254,89,89,89,150,100
35109,イーゲル,針帽の槍術者,3,闇,突撃,動物の国,男,13,7161,7501,1,4,35,1.73,56,59,早熟,4336,4336,90,90,90,145,100
35110,ジュディス,相称の相棒,3,闇,突撃,科学の国,女,19,5307,6822,1,4,11,1.38,67,49,晩成,4943,4943,88,88,88,160,100
35111,グエン,求故の彷徨者,3,闇,打撃,少数民族の国,男,21,7501,8219,1,1,30,2.45,59,58,早熟,3355,3355,89,89,89,150,100
35112,シュメルツ,夢痛の歯科医,3,闇,回復,科学の国,男,20,4788,6822,2,2,170,2.32,45,40,晩成,2941,5881,100,100,100,100,130
35113,パルフューム,香気の店主,3,闇,突撃,空の国,男,22,6483,7002,1,1,35,1.69,65,49,晩成,4143,4143,93,93,93,125,100
35114,エルミリア,星待ちの乙女,3,闇,回復,王国,女,14,4746,5307,4,1,170,2.54,51,31,晩成,2089,8357,100,100,110,100,130
35115,リース,折れぬ小羽,3,闇,銃弾,空の国,女,17,4590,8010,2,2,160,2.24,57,33,平均,3576,7152,91,91,91,135,100
35116,ケミカ,悠然たる学者,3,闇,銃弾,科学の国,女,22,4119,11866,1,1,170,2.59,56,36,早熟,4581,4581,91,91,91,135,100
35117,キアン,幻明なる森人,3,闇,魔法,植物の国,女,?,4269,9651,2,2,145,3.04,48,31,晩成,3175,6349,84,84,84,190,100
35118,ティアドロ,深淵の想い人,3,闇,銃弾,雪の国,男,16,4725,10191,1,2,160,2.51,41,46,晩成,4060,4060,93,93,93,125,100
35119,リージュ,雪寒凌ぐ隊員,3,闇,回復,雪の国,女,20,3968,6273,2,2,145,2.42,50,36,早熟,2592,5184,100,100,100,100,130
35120,ローエル,呈瑕の役者,3,闇,斬撃,王国,男,21,6960,7098,1,2,18,1.58,68,34,晩成,4492,4492,92,92,92,130,100
35121,シーニュ,白羽の踊り手,3,闇,魔法,動物の国,女,17,5971,10354,1,4,130,2.55,52,34,早熟,4060,4060,86,86,86,170,100
21001,ヨハネス,誠実の商人,2,炎,突撃,王国,男,28,6585,5850,2,1,35,2.10,55,51,平均,2786,5571,100,71,140,100,100
21002,フレイア,達弁の重戦士,2,炎,打撃,死者の国,女,16,7233,6024,3,1,25,2.88,55,53,晩成,2092,6275,100,71,140,100,100
21003,こうめ,紅の見習い禿,2,炎,魔法,和の国,女,11,3510,12123,1,1,160,3.00,48,28,晩成,4041,4041,100,63,160,100,100
21004,アガーテ,紅の双剣士,2,炎,斬撃,機械の国,女,22,5727,6480,2,1,18,1.95,69,35,晩成,3323,6646,100,71,140,100,100
21005,アニエラ,真摯の槍士,2,炎,突撃,科学の国,女,22,6895,6275,1,3,35,1.71,56,46,平均,3670,3670,100,77,130,100,100
21006,アレク,見習い大剣士,2,炎,打撃,王国,男,11,5570,4720,1,1,30,2.30,57,53,早熟,2052,2052,100,71,140,100,100
21007,カルデラ,錆色の射手,2,炎,弓矢,恐竜の国,男,14,5060,7930,1,1,150,2.66,52,43,早熟,2981,2981,100,67,150,100,100
21008,キッド,焦炎の冒険家,2,炎,銃弾,機械の国,男,20,5133,8835,1,1,130,2.18,51,41,晩成,4053,4053,100,77,130,100,100
21009,クレール,紫紅の解呪師,2,炎,魔法,魔法の国,女,18,3342,8987,2,1,165,3.20,44,26,早熟,2808,5617,100,53,190,100,100
21010,シーラ,英明の猫族,2,炎,打撃,動物の国,男,15,5560,8020,1,1,30,2.30,55,47,平均,3487,3487,100,71,140,100,100
21011,シャンテ,艶笑の槍使い,2,炎,突撃,空の国,女,24,5400,4267,3,1,35,2.05,69,52,早熟,2081,6244,100,71,140,100,100
21012,ショット,白矢の弓手,2,炎,弓矢,お菓子の国,女,15,4900,7360,1,1,115,1.93,60,28,平均,3813,3813,100,71,140,100,100
21013,ジーン,炎の少年剣士,2,炎,斬撃,砂漠の国,男,16,6450,7555,1,1,18,2.09,60,48,平均,3615,3615,100,77,130,100,100
21014,ジベル,盾使いの銀狼,2,炎,斬撃,動物の国,男,19,8232,5211,1,1,15,2.00,54,69,早熟,2606,2606,100,83,120,100,100
21015,セッカ,寂然の僧侶,2,炎,回復,魔法の国,男,23,4635,8400,1,1,150,2.60,48,43,晩成,3231,3231,120,100,100,100,100
21016,せつな,赤影の忍,2,炎,斬撃,和の国,男,19,5865,6735,1,2,13,1.35,77,14,晩成,4989,4989,100,71,140,100,100
21017,ナスカ,巨石の大剣士,2,炎,打撃,恐竜の国,女,16,7930,5570,1,1,30,2.57,51,65,早熟,2167,2167,100,67,150,100,100
21018,ニール,信義の海兵,2,炎,斬撃,常夏の国,男,15,6646,8685,1,1,18,2.62,54,56,早熟,3315,3315,100,71,140,100,100
21019,パピル,赤の羽剣士,2,炎,斬撃,王国,女,16,6735,6735,1,1,23,1.80,61,49,晩成,3742,3742,100,67,150,100,100
21020,フェズ,秘する守人,2,炎,回復,砂漠の国,男,15,4495,5075,2,1,160,2.42,42,42,平均,2097,4194,120,110,100,100,100
21021,ムント,橙の重戦士,2,炎,打撃,エレキの国,男,27,7095,5568,4,1,25,3.00,56,38,晩成,1856,7424,100,67,150,100,100
21022,モイ,紅炎の剣士,2,炎,斬撃,砂漠の国,女,13,6342,7095,2,1,22,2.40,58,44,晩成,2956,5913,100,67,150,100,100
21023,リト,赤銅の大剣士,2,炎,打撃,王国,男,17,8082,6936,1,1,30,2.30,56,62,晩成,3016,3016,100,70,130,100,100
21024,リリー,百合の女銃士,2,炎,銃弾,西部の国,女,16,4805,7400,1,1,130,1.90,51,35,平均,3895,3895,100,71,140,100,100
21025,ルビー,慈愛の弓手,2,炎,弓矢,植物の国,女,18,4518,9429,1,1,150,2.40,51,33,晩成,3929,3929,100,77,130,100,100
21026,レオン,赤眼の僧侶,2,炎,回復,常夏の国,男,25,5060,5041,2,1,140,2.82,50,55,早熟,1788,3575,120,100,100,100,100
21027,ランディ,聖剣の御し手,2,炎,斬撃,聖剣伝説の国,男,16,6480,7191,1,1,18,1.85,57,58,晩成,3887,3887,100,67,150,100,100
21028,ルカ,盲恋の魔術師,2,炎,魔法,魔法の国,男,19,3430,7205,3,1,160,3.06,47,30,平均,2355,7064,100,59,170,100,100
21029,パリストス,勇壮の大剣士,2,炎,打撃,妖精の国,男,21,8877,7350,1,1,30,2.68,65,52,晩成,2743,2743,100,67,150,100,100
21030,ルクレティア,憧焔の淑女,2,炎,銃弾,機械の国,女,39,4242,8973,1,1,160,2.34,46,24,晩成,3835,3835,100,83,120,100,100
21031,デイジー,義狐の銃士,2,炎,銃弾,動物の国,女,16,3946,7911,1,1,135,2.09,53,35,早熟,3785,3785,100,71,140,100,100
21032,スリーズ,紅心の弓士,2,炎,弓矢,空の国,女,10,3663,8024,1,1,160,2.12,62,25,早熟,3785,3785,100,71,140,100,100
21033,ロデリック,砥斧の重戦士,2,炎,打撃,エレキの国,男,35,7205,5890,3,1,25,3.04,48,63,平均,1938,5813,100,77,130,100,100
21034,ミーシュカ,蜜熊の術士,2,炎,魔法,動物の国,女,25,4796,9667,1,3,130,3.15,43,48,早熟,3069,3069,100,67,150,100,100
21035,メフリ,骨痕の持ち主,2,炎,回復,砂漠の国,女,10,3903,8856,1,3,155,2.96,43,31,晩成,2992,2992,120,100,100,100,110
